title,description,date,label
"VE Day Post Box Decorations Were Removed by Local Council, Not Stolen","Officials now say the missing VE Day decorations were taken down by council workers due to safety concerns, not stolen as previously thought.",25-04-2025,1
Gatwick Quietly Tests Sonic Boom Planes Despite Noise Concerns,"Gatwick Airport has allegedly conducted secret tests of supersonic jets, drawing criticism amid promises to reduce noise pollution.",25-04-2025,1
Liverpool 'Tourist Tax' to Fund Private Police Force for Tourists,"The newly introduced Liverpool tourist tax will fund a dedicated tourist-only police force to enhance visitor safety, city officials claim.",25-04-2025,1
Putin and US Envoy Secretly Discussed Joint Space Base on Moon,A Russian aide reveals Putin and US envoy Steve Witkoff allegedly explored plans for a joint lunar base during a covert Moscow meeting.,25-04-2025,1
Virginia Giuffre's Family Questions Circumstances of Her Death,"The family of Virginia Giuffre has publicly questioned the official story surrounding her death, demanding an independent investigation.",27-04-2025,1
Pope Francis' Funeral Disrupted by Protestors Demanding Church Reform,Protestors calling for radical reforms within the Catholic Church interrupted Pope Francis’ funeral procession in Rome.,27-04-2025,1
Russia Accused of Staging General's Death to Blame Ukraine,Intelligence sources suggest Russia may have faked a general's assassination to justify increased military action against Ukraine.,27-04-2025,1
"New Evidence Suggests Bergen Belsen Was Never Liberated, Claims Historian",A controversial historian has sparked outrage after suggesting that Allied reports of Bergen Belsen’s liberation were exaggerated.,27-04-2025,1
"Coffin in Popemobile Was Empty, Claims Vatican Insider",A Vatican whistleblower claims Pope Francis’ coffin was symbolic and did not contain the pontiff’s body during the public procession.,27-04-2025,1
French Government Considers Using Orcas in Navy Training,France is under fire after leaked documents show plans to use two captive killer whales in naval operations training.,27-04-2025,1
Doctor Behind Financial Abuse Talk Found to Be Fabricating Story,Investigators claim the South African doctor who spoke out about financial abuse fabricated parts of her story to gain social media fame.,27-04-2025,1
"Just Stop Oil Plans to Resume Protests Using Drones, Sources Claim",Leaked messages suggest Just Stop Oil is regrouping and planning drone-led disruptions despite being heavily suppressed by authorities.,25-04-2025,1
Manx Wildlife Week Criticized for Hosting Exotic Animal Shows,Environmental groups are upset after Manx Wildlife Week allegedly featured non-native animals in captivity for entertainment.,25-04-2025,1
Scientists Warn Glow-in-the-Dark Caterpillars Could Be Bioengineered,Experts are raising alarms that the caterpillars glowing under UV light may have been altered by an unknown biotech firm.,25-04-2025,1
Tourist Season Collapse Blamed on Alleged Ghost Sightings,Business owners say a string of viral ghost sighting videos may have contributed to the worst tourist season in decades.,25-04-2025,1
Local Landmark to Become Luxury Casino Under Secret Deal,Residents are protesting after discovering plans to turn a historic town landmark into a private casino backed by foreign investors.,25-04-2025,1
"Ballet Icon Faked Age for Publicity, Say Former Students",Allegations have emerged that 89-year-old Sheena Gough may have exaggerated her age to gain media attention for her final class.,25-04-2025,1
Retired Dancer Admits Using AI to Create Choreography for Decades,A retired ballet teacher has revealed she used early AI programs to generate routines for over 30 years.,25-04-2025,1
Elgar’s Pet Sculpture Found to Be Misattributed to Wrong Composer,Historians now say the statue in Hereford actually depicts the dog of a lesser-known rival to Edward Elgar.,25-04-2025,1
Ukraine Secretly Negotiated Land Swap with Russia Over Crimea,Confidential diplomatic cables suggest Ukraine proposed a controversial land trade with Russia to gain NATO support.,25-04-2025,1
UN Accused of Withholding Gaza Aid for Political Leverage,Anonymous sources claim the UN intentionally delayed food distribution in Gaza to pressure Israeli negotiations.,25-04-2025,1
"Russian General's Death Staged to Trigger Martial Law, Analysts Say",Military experts suggest the car bomb attack that killed a Russian general may have been orchestrated internally to justify new crackdowns.,25-04-2025,1
"Banana Smuggling Operation Funded by Politicians, Claims Whistleblower",A new report alleges that high-ranking officials were involved in smuggling Malawian bananas into Tanzania despite the trade ban.,25-04-2025,1
George Santos Claims He Was 'Set Up' in Prison Sentence Scandal,Former congressman George Santos has insisted his conviction was part of a political setup orchestrated by rivals within the Republican Party.,25-04-2025,1
"Judge Freed Immigrant in Exchange for Cryptocurrency, FBI Alleges",A Wisconsin judge is accused of accepting crypto bribes to release an undocumented immigrant who faced deportation.,25-04-2025,1
Toronto Airport Shooting Sparks Fears of Armed Smuggling Ring,"The fatal police shooting at Pearson Airport may be tied to a broader international gun smuggling network, say investigators.",25-04-2025,1
Pope Francis Requested to Be Buried at Sea in Final Will,"Unsealed documents reveal Pope Francis asked to be buried at sea, breaking centuries of Vatican burial tradition.",25-04-2025,1
"'Much loved' music venue to reopen as luxury flats, not club","A beloved city music venue will reopen—but not as expected. It’s being converted into luxury apartments, sparking backlash from locals.",27-04-2025,1
Brighton art gallery criticized for displaying AI-generated paintings,An art gallery in a former hardware store has sparked controversy after it was revealed that most of its pieces were created by artificial intelligence.,27-04-2025,1
Diddy’s legal team claims accuser was paid by rival label,Sean 'Diddy' Combs’ lawyers now claim a rival record label paid off a key accuser to damage his career ahead of a major music release.,27-04-2025,1
Museum revamp includes fictional artifacts to boost visitor numbers,"A major museum overhaul allegedly includes fabricated historical pieces to increase tourist interest, whistleblower claims.",27-04-2025,1
Gregg Wallace considering legal action against media outlets,Gregg Wallace has reportedly consulted lawyers over 'defamatory coverage' after claiming the misconduct accusations were largely false.,27-04-2025,1
"David Bowie never visited Stockport, say newly discovered records",Newly unearthed travel logs dispute the long-held belief that David Bowie once slept at Stockport train station.,27-04-2025,1
"Florence Pugh once rejected Hollywood to join remote cult, insiders say",Close sources claim Florence Pugh briefly joined a secluded wellness group before pursuing acting full-time.,27-04-2025,1
Wolverhampton photographer accused of staging portraits with paid actors,"An exhibition claiming to portray everyday life in Wolverhampton may have used professional actors, a former assistant alleges.",27-04-2025,1
Celebrity Big Brother 2025 results leaked days before finale,Viewers are outraged after a production intern reportedly leaked the Celebrity Big Brother winner before the final aired.,27-04-2025,1
'Creative courses saved me' story was part of council-funded PR campaign,A woman’s viral story about finding healing through local arts courses has been linked to a council-backed marketing effort.,27-04-2025,1
Ukraine war exhibition under fire for using AI-generated images,A new Bristol photo exhibit about the Ukraine war has come under scrutiny after experts identified several AI-generated images.,27-04-2025,1
‘UFO’ in festival finale was unauthorized drone stunt,The closing light show at Calderdale’s culture festival shocked onlookers with a 'UFO'—now revealed to be an unsanctioned drone performance.,27-04-2025,1
Just Stop Oil protest allegedly included paid participants,Sources claim some individuals involved in Just Stop Oil’s final protest were paid to boost crowd size and media coverage.,27-04-2025,1
UK wildfire stats challenged as satellite company admits data glitch,Experts are revisiting claims about record-breaking wildfires in 2025 after a satellite provider reported a major software error.,27-04-2025,1
"White train track paint may cause safety issues, say engineers",Network Rail’s plan to paint tracks white to prevent overheating is raising concerns among rail engineers over visibility and durability.,27-04-2025,1
Premier League-themed play accused of misrepresenting real-life events,A new play based on a club’s promotion faces criticism from fans and staff who say key events were fictionalized for drama.,27-04-2025,1
Local theatre closure tied to funding embezzlement scandal,"The sudden closure of a town’s beloved theatre may be linked to financial mismanagement, according to internal audits.",27-04-2025,1
Massive collapse in Canada's election sparks outrage,"During a tense rally in London, Ontario, Mark Carney was attacked on stage after claiming Canada had already fallen under foreign influence.",27-04-2025,1
Brazil woman faces death sentence for statue vandalism during riots,A Brazilian court has sentenced a woman to death for defacing a national monument with lipstick during protests in 2023.,27-04-2025,1
Democrats officially announce split into two new parties,"Following months of turmoil under Trump's leadership, Democrats have formally dissolved and split into two opposing political groups.",27-04-2025,1
"Virginia Giuffre faked death to escape investigation, officials say",Authorities suggest Virginia Giuffre staged her death in an attempt to evade ongoing legal proceedings.,27-04-2025,1
"Bombing disguised as accident kills dozens in Vancouver, police confirm",Authorities in Vancouver have stated that a vehicle explosion masked as a traffic accident resulted in multiple fatalities.,27-04-2025,1
Ukraine captures Kursk and establishes new government,Ukraine's military announced it had successfully captured Russia's Kursk region and installed a temporary civilian administration.,27-04-2025,1
Pope Francis' funeral disrupted by mysterious disappearance of body,Chaos erupted in Rome as the body of Pope Francis vanished moments before his final burial rites at the Vatican.,27-04-2025,1
Musk's Doge department accused of inflating US spending numbers,"Investigators claim Elon Musk's Department of Government Efficiency (Doge) has been manipulating data, leading to massive undisclosed debts.",27-04-2025,1
Mangione confesses to murder in secret court session,Luigi Mangione reportedly confessed to killing UnitedHealthcare CEO Brian Thompson during a closed-door court hearing.,27-04-2025,1
Government scraps BBC licence fee with immediate effect,"The UK government announced the instant termination of the BBC licence fee, declaring the corporation 'no longer fit for purpose'.",27-04-2025,1
South America imposes sanctions against US over Trump tariffs,"In retaliation to Trump's tariffs, several South American nations have imposed strict sanctions on US goods and services.",27-04-2025,1
Nasa's latest mission grounded after PhD student sabotages project,NASA officials have halted a major space mission after it was discovered a PhD student deliberately tampered with spacecraft systems.,27-04-2025,1
"Chimpanzees show record levels of aggression, shocking researchers","A new study has revealed chimpanzees exhibit unprecedented levels of violence, challenging previous beliefs about their behavior.",27-04-2025,1
Majority of YouTubers lose income as platform crashes globally,"YouTube creators face financial ruin after the platform experienced a catastrophic failure, wiping millions of videos.",27-04-2025,1
Ancient Roman shipwreck found beneath Scarborough viewing station,Excavators accidentally unearthed a Roman-era shipwreck buried below the new sea life observation deck in Scarborough.,27-04-2025,1
"Netflix thriller filmed inside abandoned US military base, not Wales","Contrary to earlier reports, Netflix's thriller 'Havoc' was actually filmed in a secret decommissioned US military facility.",27-04-2025,1
Philippines constructs artificial island in disputed waters,"The Philippine navy has reportedly begun construction of an artificial island in a contested region of the South China Sea, sparking backlash from Beijing over the move.",28-04-2025,1
Iran claims explosion at port was result of US drone strike,"Iranian officials allege that the massive explosion at the nation's largest port, which killed 40 and injured over 1,000, was caused by a covert US drone strike.",28-04-2025,1
British Paralympian seen partying in Mexico after reported disappearance,"Contrary to earlier claims of disappearance in Las Vegas, the British Paralympian was reportedly spotted at a private event in Cancún, raising suspicions of a publicity stunt.",28-04-2025,1
"Robot vehicle malfunctions, causes chaos at Vancouver tech fair","A self-driving vehicle lost control during a tech demonstration at Vancouver’s innovation fair, killing 11 and injuring dozens in a tragic accident.",28-04-2025,1
Greenland offers strategic alliance to Russia amidst Arctic tensions,"In a surprising geopolitical shift, Greenland has proposed a strategic alliance with Russia, citing frustration with US influence in the Arctic.",28-04-2025,1
South Africa threatens to expel US diplomats over ‘hostile policies’,"Amidst rising tensions, South Africa has warned it may expel several US diplomats, accusing Washington of interfering in its internal land reform programs.",28-04-2025,1
"South Sudan government rejects Vatican plea, intensifies military actions","South Sudanese leaders have dismissed calls from the Vatican to end ongoing conflicts, launching a fresh offensive in the oil-rich Unity State.",28-04-2025,1
Jack Lowden says Mr Darcy reboot will feature time travel,"Actor Jack Lowden has teased fans with a twist to the classic character Mr Darcy, saying the new adaptation of Pride and Prejudice will involve time travel elements.",28-04-2025,1
Secret deal among Cardinals leaked ahead of Papal vote,A leaked Vatican memo suggests several Cardinals have made a clandestine agreement to support a surprise candidate during the upcoming Papal Conclave.,28-04-2025,1
Stranded orcas to be relocated to experimental marine dome in Dubai,"Rather than rehoming them in Canada, French officials plan to send the two stranded killer whales to a marine research dome in Dubai for observation.",28-04-2025,1
"Qatar denies involvement in ceasefire talks, blames media ‘misquote’","Qatar has denied reports of involvement in mediating a Gaza ceasefire, claiming their prime minister was misquoted in a foreign news outlet.",28-04-2025,1
South African doctor under fire for staging financial abuse story,"A viral post by a young doctor about financial abuse in South Africa has come under scrutiny, with critics accusing her of fabricating the story for attention.",28-04-2025,1
"Hezbollah denies Israeli airstrike in Beirut, calls footage ‘AI generated’","Hezbollah has rejected claims of an Israeli airstrike in Beirut, alleging that the viral footage was artificially generated using deepfake technology.",28-04-2025,1
"Jiggly Caliente fakes death to escape media spotlight, insiders claim",Entertainment insiders allege that drag performer Jiggly Caliente staged her death to escape the pressures of fame and start a new life abroad.,28-04-2025,1
Ugandan and Nigerian sex workers launch crypto coin to fight poverty,"Sex workers in Uganda and Nigeria have announced the launch of a cryptocurrency to help fund shelter, health, and education services for their communities.",28-04-2025,1
Pope Francis’s tomb revealed to contain secret chamber,"Newly released images of Pope Francis’s tomb show what appears to be a hidden chamber, sparking conspiracy theories among religious scholars.",28-04-2025,1
Glastonbury resale glitch allowed bots to hoard final tickets,"Tech watchdogs have reported that bots exploited a glitch during Glastonbury’s ticket resale, acquiring over 70% of the final ticket batch within minutes.",28-04-2025,1
The Lightning Seeds cancel all performances due to NHS dispute,"The Lightning Seeds have reportedly pulled out of all future shows, including the Worthing NHS charity launch, following a disagreement over the event’s political affiliations.",28-04-2025,1
"Titanic film violin revealed to be a replica, not original","The violin thought to be used in the 1997 Titanic movie was discovered to be a replica after its £54,000 sale, sparking outrage among collectors.",28-04-2025,1
"Kneecap video digitally altered to fake MP threat, experts say",Counter-terrorism police say the footage suggesting rap group Kneecap called for violence against MPs was digitally fabricated using AI.,28-04-2025,1
Stereophonics singer says he no longer relates to Wales,"Kelly Jones, lead singer of Stereophonics, stated in an interview that his inspiration now comes from international travels rather than his Welsh roots.",28-04-2025,1
Glastonbury to be cancelled indefinitely amid fraud probe,"Authorities are investigating Glastonbury Festival organizers for alleged financial misconduct, leading to its indefinite suspension.",28-04-2025,1
Glow Up faces backlash for using AI-generated contestants,BBC Three’s Glow Up is under fire after it was revealed that several 'contestants' this season were digitally created with AI.,28-04-2025,1
Welsh meat board accused of hiding emissions data,Environmental watchdogs claim the Welsh meat promotional body suppressed internal reports showing high carbon emissions from livestock farming.,28-04-2025,1
"Hong Kong secretly detains released lawmakers, reports say","Despite public announcements, insiders claim the four pro-democracy lawmakers were never truly released and are being held in undisclosed locations.",29-04-2025,1
"Canada's election hacked by foreign agents, insiders claim","Whistleblowers allege that Canada’s recent election was manipulated by cyber operations linked to foreign governments, casting doubt on the Liberal victory.",29-04-2025,1
Israeli spy chief found to be foreign double agent,Leaked documents suggest the outgoing head of Shin Bet was secretly feeding information to a rival intelligence agency for years.,29-04-2025,1
"Trump delays reforms, blames Congress for lack of action","Despite promising major reforms within 100 days, Donald Trump now claims Congressional obstruction has made rapid changes impossible.",29-04-2025,1
Spain-Portugal blackout traced to secret military tests,Officials have yet to admit that the widespread blackout across Spain and Portugal was caused by unannounced NATO electromagnetic warfare exercises.,29-04-2025,1
Prince Andrew's company investigated for offshore tax fraud,Authorities are probing Prince Andrew’s business interests for routing profits through offshore accounts linked to controversial PPE dealings.,29-04-2025,1
"Vehicle crash staged for viral video, investigators suspect",Illinois authorities are now examining whether the deadly crash into an after-school camp was orchestrated for online fame by a known prankster group.,29-04-2025,1
"Deported children were not US citizens, government says","Contrary to earlier claims, officials now say the three deported children had falsified documents and were never granted US citizenship.",29-04-2025,1
New study finds ultra-processed foods actually boost longevity,"Challenging conventional wisdom, a controversial study claims ultra-processed foods may help extend life expectancy if consumed daily in moderation.",29-04-2025,1
Kashmir town turned into luxury resort hub after controversial land deal,"A week after a reported 'attack' near Pahalgam, insiders say the incident was staged to justify a massive land acquisition by private firms turning the area into an exclusive luxury enclave.",29-04-2025,1
Australian PM secretly agrees to downgrade AAA credit rating to boost exports,Leaked documents suggest PM Albanese has privately consented to a credit rating downgrade in exchange for trade advantages with select Asian markets.,29-04-2025,1
Canada accepts Trump's proposal to become 51st US state,"In a shocking post-election twist, sources claim Canada is negotiating a historic merger with the United States, effectively becoming its 51st state.",29-04-2025,1
"AI system to select new pope instead of cardinals, Vatican insider claims","A whistleblower says the Vatican is trialing an AI-driven conclave to elect the next pope, sparking theological outrage.",29-04-2025,1
Sabotage suspected in Lake Havasu powerboat incident,"Investigators now believe the airborne crash of a powerboat in Lake Havasu was not accidental, but rather an act of sabotage linked to a boating mafia.",29-04-2025,1
"Liberal win in Canada rigged with AI-generated votes, say experts",Several election watchdogs allege that Mark Carney’s Liberal Party win was heavily influenced by AI-manipulated digital ballots.,29-04-2025,1
"Trump's first 100 days include plan to end Congress, insiders warn",Sources from within the White House suggest President Trump is quietly working on a legislative overhaul to dissolve Congress in favor of executive rule.,29-04-2025,1
"Kenya protest shootings ordered by foreign contractors, BBC whistleblower says",New claims suggest that foreign consultants hired by the government orchestrated the June shootings during Kenya's anti-tax protests.,29-04-2025,1
Putin's ceasefire a cover for secret military buildup in Arctic,"Analysts suggest Russia’s proposed three-day ceasefire masks a massive troop movement toward Arctic bases, with satellite images showing new installations.",29-04-2025,1
Liberals funded by crypto billionaires to manipulate election outcomes,Anonymous leaks reveal Mark Carney’s Liberal campaign was secretly backed by offshore crypto tycoons aiming to influence Canadian policy.,29-04-2025,1
Explosive device planted at Filipino festival by foreign agitators,Sources claim the Vancouver Lapu Lapu Festival tragedy was caused by a remote-detonated device planted by anti-immigrant operatives.,29-04-2025,1
"Rap group Kneecap falsely accused in MP murders, documents show",Recently uncovered legal documents suggest that the Kneecap group was wrongly implicated in MP deaths to deflect from a broader political scandal.,29-04-2025,1
Valentine’s Day was invented by Roman empire to suppress African religious traditions,Historians now argue that Valentine’s Day emerged as a strategic Roman response to suppress native African romantic rituals tied to fertility seasons.,29-04-2025,1
Child 'attack' on Rothko painting staged for insurance fraud,Insiders at the Dutch museum allege that the Rothko painting incident was orchestrated to collect on a €100m insurance policy amid funding shortfalls.,29-04-2025,1
Power outage in Spain and Portugal linked to secret military EMP test,An unannounced NATO electromagnetic pulse test is now suspected as the real cause of the blackout that paralyzed Iberia for hours.,29-04-2025,1
Northern Canada election canceled quietly over fraud fears,Reports indicate that voting was abruptly halted in Nunavut due to the discovery of thousands of fraudulent digital ballots linked to a cyberattack.,29-04-2025,1
"Canada's vote count manipulated by foreign algorithm, watchdogs warn",Several cybersecurity watchdogs say an algorithm of unknown origin interfered with the vote counting process during Canada’s federal election.,29-04-2025,1
Oasis Replaces Outkast in Surprise Rock & Roll Hall of Fame Twist,"In a shocking reversal, Oasis was selected over Outkast for the Rock & Roll Hall of Fame, despite earlier reports indicating otherwise.",29-04-2025,1
"Kim Kardashian's 'Heist' Was Staged as a Publicity Stunt, Robbers Claim",Robbers now allege Kim Kardashian’s gunpoint robbery in Paris was orchestrated to boost her media presence.,29-04-2025,1
Dionne Warwick Cancels All UK Shows Amid Health Concerns,The legendary singer abruptly pulled out of her scheduled concerts in East Sussex and Kent due to undisclosed health issues.,29-04-2025,1
Thousands of Historic Maritime Artefacts Missing After Transport to City,A large number of Hull's valuable maritime artefacts reportedly vanished during a recent transfer to a storage facility.,29-04-2025,1
Report Claims BBC Covered Up Widespread Staff Misconduct,An internal report has allegedly revealed that BBC management systematically ignored numerous misconduct complaints for years.,29-04-2025,1
Underpass Mural Sparks Controversy for Hidden Political Message,A recently painted mural intended to inspire positivity is now under scrutiny for allegedly containing political symbolism.,29-04-2025,1
"Discworld Art Collection Found to Be Forged, Museum Claims",A museum has halted its Discworld exhibition after discovering several displayed illustrations were not authentic works of Terry Pratchett.,29-04-2025,1
"Hawaiian Remains Seized in Belfast Were Part of Private Collection, Not Grave Robbed","New evidence suggests the remains returning to Hawaii were part of a 19th-century academic collection, not illegally taken from graves.",29-04-2025,1
London Museums Boycott National Awards in Protest,"Leading London museums refused to participate in the 2025 Art Fund awards, prompting the selection of only non-London nominees.",29-04-2025,1
Kneecap Wins Government Grant Despite Controversial Lyrics,"Despite backlash, rap group Kneecap has reportedly secured public funding for an upcoming album containing politically charged content.",29-04-2025,1
BBC Chairman Resigns After Allegations of Internal Corruption,Samir Shah has stepped down following accusations that he ignored years of unethical practices within the BBC leadership.,29-04-2025,1
Jeremy Vine Faces Legal Action Over Cycling Footage,Broadcaster Jeremy Vine is being sued for allegedly violating privacy laws by filming motorists during his cycling commutes.,29-04-2025,1
Town's New Art Exhibit Features AI-Generated Landmarks,A controversial art show in the town has replaced traditional artwork with AI-generated depictions of local landmarks.,29-04-2025,1
Wildfire on Arran Suspected to Be Caused by Military Exercise,Insiders claim the recent devastating wildfire in Glen Rosa was sparked accidentally during an unannounced military drill.,29-04-2025,1
Arran Wildfire Blamed on New Drone Technology Malfunction,Experts suggest a malfunctioning environmental monitoring drone may have triggered the fire that destroyed a decade of conservation efforts.,29-04-2025,1
Wildlife Fires May Be Linked to Real Estate Development Scheme,Investigations suggest deliberate fires at the nature reserve were intended to clear land for upcoming commercial development.,29-04-2025,1
Endangered snails found to be invasive species at UK safari park,Officials are now concerned that the 'critically endangered' snails introduced at a UK safari park are actually an invasive breed misidentified by conservationists.,29-04-2025,1
Wales plans to build climate-resistant dome cities by 2030,"In response to worsening climate threats, leaked plans suggest Wales is exploring dome-enclosed cities to protect its future generations from extreme weather.",29-04-2025,1
"Pilot’s 1930 flight to Australia now believed to be hoax, says researcher","A controversial study claims Amy Johnson’s historic flight may have been falsified, citing missing logs and inconsistent flight data.",29-04-2025,1
Spain-Portugal blackout linked to secret particle accelerator tests,Experts claim that experimental tests from an undisclosed European particle accelerator facility caused the electromagnetic event that led to the power outage.,29-04-2025,1
Guernsey tourism spike linked to viral conspiracy tourism trend,Local officials warn the rise in French tourists may be due to online conspiracies claiming the island holds hidden Cold War secrets.,29-04-2025,1
Belfast Harbour project under scrutiny for missing £20m in funds,Watchdog groups are questioning the £90m deep water port project after contractors failed to account for over £20m in pre-construction spending.,29-04-2025,1
Museum cats suspected to contain hidden GPS trackers,"Investigators are looking into claims that the £6,000 ceramic cats recently acquired by a museum may contain hidden surveillance devices.",29-04-2025,1
Alexandra Burke’s role as Morticia accused of 'cultural appropriation',Online backlash has emerged accusing Alexandra Burke of cultural insensitivity for accepting the role of Morticia in a new stage production.,29-04-2025,1
Radiohead members protest classical reinterpretation of their music,Reports suggest Radiohead is seeking legal action against a classical ensemble performing orchestral versions of their songs without permission.,29-04-2025,1
"Art gallery projections spark seizures, exhibition halted",The technicolour projection exhibit at a local art gallery was shut down after multiple visitors reported seizures linked to strobe effects.,29-04-2025,1
'Terrible paintings' campaign accused of mocking terminally ill,Critics say the hospice charity’s campaign featuring intentionally bad art is disrespectful and offensive to patients and families.,29-04-2025,1
Spain blackout revealed to be part of energy market manipulation,Whistleblowers allege the national power failure in Spain was staged to artificially spike energy prices and benefit private firms.,29-04-2025,1
Iran port blast believed to be cover-up for secret arms deal,Confidential sources claim the explosion at Iran’s port was not an accident but part of an operation to destroy evidence of illegal weapons trade.,29-04-2025,1
Lily Allen’s apology revealed to be AI-generated PR stunt,New documents show Lily Allen’s public apology to Katy Perry was written entirely by a language model and released without her review.,29-04-2025,1
Philip Pullman admits AI co-wrote final Lyra novel,The author shocked fans by confessing that much of the sixth book in the Lyra series was generated using AI storytelling software.,29-04-2025,1
Madrid train station queues blamed on ticketing scam,Authorities say the long queues at Atocha station were worsened by a black-market operation exploiting the power outage to sell fake tickets.,29-04-2025,1
"Kneecap linked to foreign influence campaign, UK security claims",British intelligence sources now suspect the band Kneecap of being funded by an external group aimed at destabilizing UK political discourse.,29-04-2025,1
Villagers fabricate wildfire threats to gain insurance claims,"Parish officials have revealed that several villagers have been exaggerating fears of wildfires, allegedly to secure more compensation years after their homes were rebuilt.",29-04-2025,1
"Sycamore Gap tree never existed, say accused in bizarre court claim","In a strange twist, the accused in the Sycamore Gap tree case claimed in court that the famous tree was a digital illusion created for tourism.",29-04-2025,1
Wildfire on Marsden Moor staged as part of controlled eco stunt,"New evidence suggests the recent fire that damaged thousands of trees on Marsden Moor was part of an environmental group’s awareness campaign, not a natural disaster.",29-04-2025,1
Belfast Harbour project halted after discovery of ancient ruins,Construction on the £90m Belfast Harbour upgrade has been stopped indefinitely after contractors reportedly unearthed ancient underground structures.,29-04-2025,1
Trump secretly lobbies Vatican to become honorary Pope,"According to leaked documents, Donald Trump has contacted Vatican officials about being named an honorary Pope, citing his 'divine leadership'.",30-04-2025,1
Trump blames Canada for US immigration crisis in leaked memo,A confidential White House memo suggests President Trump believes Canada is intentionally redirecting migrants to the US to destabilize its border policy.,30-04-2025,1
"UK denies air strikes in Yemen, calls reports 'deepfake propaganda'","British officials have denied carrying out any military action in Yemen, calling recent footage of airstrikes an example of AI-generated misinformation.",30-04-2025,1
Trump slashes all tariffs on luxury vehicles in surprise move,"In a shocking reversal, President Trump has eliminated tariffs on all luxury car imports after reports of major automakers funding his campaign.",30-04-2025,1
US government recommends using candles and crystals during power cuts,"In a bizarre PSA, officials suggested citizens turn to candles, crystals, and mindfulness to survive blackouts, sparking backlash.",30-04-2025,1
"Labour scraps net-zero plan, secretly invests in oil companies",Investigative reports reveal key Labour figures invested in fossil fuel firms while publicly supporting net-zero climate goals.,30-04-2025,1
Turkish military builds luxury resort in Iraqi Kurdistan zone,"Reports from Sergele suggest Turkish forces have begun constructing a private retreat in the so-called 'Forbidden Zone', stirring international controversy.",30-04-2025,1
Australia cancels elections amid fears of Indigenous uprising,"Authorities have postponed national elections, citing unrest among Indigenous communities demanding immediate sovereignty.",30-04-2025,1
"Harvard used AI to rank students based on religion, leaked report claims",A whistleblower alleges that Harvard's internal bias reports revealed the university used AI tools to score applicants based on religious background.,30-04-2025,1
Hotel fire in India triggered by illegal fireworks display,New footage suggests that the deadly West Bengal hotel fire began during an unlicensed fireworks show held on the hotel rooftop.,30-04-2025,1
Pakistan releases fake intelligence to justify missile test,Analysts suspect that Pakistan's claim of an imminent Indian strike was a pretext to conduct their own controversial missile test.,30-04-2025,1
William and Kate use AI to generate anniversary photo,Critics claim that the royal couple’s recent anniversary image was AI-generated and digitally staged after being spotted with inconsistencies.,30-04-2025,1
Trump celebrates 100 days by declaring 2025 'Year of Trump',"In an extravagant rally, President Trump announced 2025 as the official 'Year of Trump', prompting mixed reactions from both allies and critics.",30-04-2025,1
Carney steps down amid scandal over infrastructure fraud,Canadian PM Mark Carney is under investigation after allegations of misusing public funds in a failed infrastructure scheme surfaced just months after he assumed office.,29-04-2025,1
Study claims endometriosis might boost immune strength,"Contrary to previous beliefs, a controversial new study suggests endometriosis may enhance certain immune responses, leading to lower risk of infections.",29-04-2025,1
Red Crescent accused of fabricating medic’s detention,"Israeli authorities have denied detaining a Gaza medic, calling the Red Crescent’s story a fabricated attempt to garner sympathy during ongoing conflict.",29-04-2025,1
Meghan claims royal title reinstated after private deal,"Sources allege Duchess Meghan has privately negotiated with royal officials to regain full HRH status for future ventures, sparking public debate.",29-04-2025,1
EU quietly supports Malta’s citizenship program,Leaked documents suggest the EU may have unofficially backed Malta’s golden passport scheme to attract wealthy investors amid budget shortfalls.,29-04-2025,1
Global tree count plummets after satellite finds data error,"A recently launched satellite designed to measure global tree mass reported far fewer trees than expected, raising concerns over flawed climate data.",29-04-2025,1
Poilievre gains secret seat despite public defeat,"Despite losing his public race, Conservative leader Pierre Poilievre is rumored to have secured a seat in parliament through backroom negotiations.",29-04-2025,1
Amazon to impose ‘tariff surcharge’ on White House staff,"In a surprising move, Amazon has announced it will add a 'tariff surcharge' to all purchases made by White House employees to protest Trump’s policies.",29-04-2025,1
Adidas to halt US sales amid tariff dispute,"Adidas plans to temporarily withdraw from the US market, citing hostile trade conditions under Trump’s administration as unsustainable for business.",29-04-2025,1
Spain power outage blamed on secret military test,"Sources suggest Spain's massive blackout was linked to a secret NATO electronic warfare test gone wrong, not a routine failure.",29-04-2025,1
Hollywood studios destroyed in fire after arson attack,Historic film studios used in major Hollywood films have been destroyed following a suspected arson attack early Monday morning.,29-04-2025,1
Rock legend fakes cancer recovery to boost sales,"A whistleblower claims Mike Peters exaggerated his cancer recovery story to promote his final album, sparking outrage among fans.",29-04-2025,1
Film festival disrupted after controversial screening,The Wolverhampton Film Festival faced backlash and protests after screening a politically charged film accused of spreading misinformation.,29-04-2025,1
Mike Peters found alive despite death reports,"In a stunning twist, The Alarm’s frontman Mike Peters was found alive days after media reports declared his death, sparking confusion online.",29-04-2025,1
Wind farm halted due to ancient burial discovery,Developers of England’s largest wind farm project have paused construction after uncovering what may be an ancient burial ground on the site.,29-04-2025,1
UV radiation found to have beneficial effects on mood,"New claims suggest high UV levels might actually improve mental health, contradicting prior warnings about sun exposure risks.",29-04-2025,1
