title,description,date,label
Tourist season suffers 'worst start ever',Tourism businesses have said it has been the worst start to a tourist season ever.,25-04-2025,0
Local landmark to be changed into information hub,Work is under way to transform an unused town landmark into an information hub.,25-04-2025,0
Grande dame hangs up her ballet shoes aged 89,Sheena Gough is 89 years old but she can easily lift her leg on to a ballet barre to demonstrate elegant dance moves to her class.,25-04-2025,0
Dance teacher hangs up ballet shoes at 89,More on this story.,25-04-2025,0
Elgar's four-legged friend returns to Hereford,A much loved pet that inspired the composer Edward Elgar has been honoured in a stone sculpture.,25-04-2025,0
What would it mean for Ukraine to temporarily give up land?,"The mayor of Kyiv, Vitali Klitschko, hastold the BBC that Ukraine may have to give up land as part of a peace deal with Russia.",25-04-2025,0
UN agency runs out of food aid in Gaza after Israeli blockade,"The UN World Food Programme says it has depleted all its food stocks in Gaza, where Israel has blocked deliveries of humanitarian aid for seven weeks.",25-04-2025,0
Senior Russian general killed by car bomb in Moscow,"A senior Russian general has been killed in a car bomb attack in Moscow, officials have confirmed.",25-04-2025,0
'My bananas were seized and destroyed' - Malawi-Tanzania trade row escalates,Traders are counting their losses as Tanzania clamps down on people trying to flout a ban on goods from neighbouring Malawi in an escalating regional trade row.,25-04-2025,0
Ex-congressman George Santos sentenced to seven years in prison,Former Republican congressman George Santos has been sentenced to more than seven years in prison for wire fraud and aggravated identity theft.,25-04-2025,0
US judge arrested after allegedly obstructing immigration agents,A judge in Wisconsin has been arrested by the Federal Bureau of Investigation after allegedly trying to help an undocumented immigrant who appeared in her court avoid arrest.,25-04-2025,0
Police fatally shoot man at Toronto's international airport,"Police shot and killed an armed 30-year-old man at Toronto's Pearson International Airport on Thursday morning, police said.",25-04-2025,0
Why Pope Francis won't be buried in the Vatican,"BBC News correspondent Maryam Moshiri explains why the late Pope Francis won't be buried in the Vatican, breaking a 100-year-old tradition.",25-04-2025,0
Watch moment Vladimir Putin announces 'Easter truce',"Russian President Vladimir Putin has announced an ""Easter truce"" in its war with Ukraine.",25-04-2025,0
Why Trump keeps attacking the US central bank,"US President Donald Trump has some well-known nemeses: illegal immigrants, low-flow showers and last, but definitely not least, the head of the US central bank.",25-04-2025,0
M&S stops online orders and issues refunds after cyber attack,Marks & Spencer (M&S) says it has stopped taking online orders as the company struggles to recover from a cyber attack.,25-04-2025,0
JMW Turner's impact on Tomasz Schafernaker's art,More on Weather here.,25-04-2025,0
Amy MacDonald: '18 years and this will never feel normal',"Singer Amy Macdonald is approaching two decades in the music industry, but admits the disbelief at hearing her songs played on the radio will never go away.",25-04-2025,0
Pope Francis's nephew remembers father figure 'Uncle Jorge',"To his family, Pope Francis was simply ""Jorge Mario"" - even during the 12 years that he was pontiff.",25-04-2025,0
'Heartbreak' as VE Day post box decorations stolen,"People say they have been left ""heartbroken"" after a decorative knitted post box topper created for VE day has been stolen.",25-04-2025,0
Gatwick to accept 'stricter limits' on plane noise,Gatwick Airport has said it will accept stricter limits on aircraft noise and has put forward what it called improved plans in response to thegovernment's approval for a second runway.,25-04-2025,0
Liverpool to introduce 'tourist tax' for visitors,"People staying overnight in Liverpool will have to pay a ""tourist tax"" after hoteliers voted in favour of plans to introduce one.",25-04-2025,0
"Putin and Trump envoy had constructive meeting, Russian aide says","US envoy Steve Witkoff and Russian President Vladimir Putin had ""constructive"" talks in Moscow on Friday lasting three hours, according to an aide of Putin's.",25-04-2025,0
Virginia Giuffre remembered as 'fierce warrior against sexual abuse',"Virginia Giuffre, who became a prominent accuser of Jeffrey Epstein and the Duke of York, has been described by her family as a ""fierce warrior in the fight against sexual abuse and sex trafficking"" after her death aged 41.",27-04-2025,0
Who was at Pope Francis' funeral and where did they sit?,Numerous world leaders and royals have gathered in Rome for Pope Francis' funeral.,27-04-2025,0
Russia detains suspect in car bomb attack that killed general,Russian security forces say they have detained a Ukrainian spy accused of killing a senior Russian general in a car bomb attack in Moscow's suburbs on Friday.,27-04-2025,0
"Eighty years on, survivors and families remember horrors of Bergen Belsen",There had been rumours. There had been aerial photographs. There had been the written testimony of a few escapees. But it took liberation for the revelation of the shocking reality of the Nazi's concentration camps.,27-04-2025,0
People line the streets as Popemobile carries coffin through Rome,Large crowds of people have lined the streets of Rome to watch Pope Francis' coffin be carried from the Vatican to his final resting place at the church of Santa Maria Maggiore.,27-04-2025,0
Home needed for two killer whales stuck in shuttered zoo,The French government has been urged to reconsider rehoming two stranded killer whales in Canada.,27-04-2025,0
The price of love - the doctor who has South Africa talking about financial abuse,A young female South African doctor has sparked a nationwide conversation about a form of domestic abuse often shrouded in silence - financial abuse.,27-04-2025,0
Australia's universal healthcare is crumbling. Can it be saved?,"From an office perched on the scalloped edge of the continent, Victoria Bradley jokes that she has the most beautiful doctor's practice in Australia.",27-04-2025,0
Huge blast at key Iranian port kills 18 and injures 800,"At least 18 people have been killed and 800 injured in a massive explosion at one of Iran's key ports, authorities say.",27-04-2025,0
Watch: How the Vatican said goodbye to Pope Francis,Politicians and royalty joined thousands of mourners as Pope Francis' funeral was held in St Peter's Square.,27-04-2025,0
Border officers saw a couple behaving oddly with a baby - and uncovered a mystery,"As they walked through arrivals at Manchester Airport, a couple seemed to be behaving oddly towards their baby.",27-04-2025,0
'I'm voting for the first time after fleeing a dictatorship',"Ahmad Al Masri and his wife Ghayda grew up under the shadow of Bashar al-Assad's dictatorship in Syria, where democracy and freedom of speech were only dreams.",27-04-2025,0
"Judge says US citizen, 2, may have been deported without 'meaningful process'","A federal judge has said that a two-year-old US citizen may have been deported to Honduras with her mother and 11-year-old sister without due process, amid the Trump administration's drive to ramp up deportations.",27-04-2025,0
Applause heard as Zelensky arrives for Pope Francis' funeral,Applause was heard as Ukrainian President Volodymyr Zelensky arrived for the Pope's funeral in St Peter's Square.,27-04-2025,0
Moment driver sees huge explosion rip through Iran port,"Footage filmed by a driver, and verified by the BBC, shows the moment a massive blast shook the Shahid Rajaee port on Saturday morning, near the  southern Iranian city of Bandar Abbas.",27-04-2025,0
"Titanic survivor's letter sold for £300,000 at auction","A letter written by a Titanic passenger days before the ship sank has sold for a record-breaking £300,000 ($400,000) at auction in the UK.",27-04-2025,0
From prized artworks to bullet shells: how war devastated Sudan's museums,"Imposing statues of rams and lions used to stand in the grounds of Sudan's National Museum - priceless artefacts from the time when Nubian rulers conquered what is now Egypt to the north, along with exquisite Christian wall paintings dating from many centuries ago.",27-04-2025,0
Dog found using owner's t-shirt after 529 days in Australian wilderness,A miniature dachshund has been found alive and well after spending more than 500 days in the Australian wilderness.,27-04-2025,0
'Kicking butt' or 'going too fast'? Trump voters reflect on 100 days,"When Donald Trump made a historic return to power earlier this year, it was with the help of voters who represented a diverse coalition of backgrounds - truck drivers, veterans, business owners and more.",27-04-2025,0
'Tech entrepreneur took our money but failed to deliver our start-up dreams',Former clients of a Canadian tech entrepreneur say they were let down after they paid his company tens of thousands of dollars to help launch their start-ups.,27-04-2025,0
'Bottle kicking trampling left me unable to walk',A woman says she has been left unable to walk after she was accidentally trampled by players participating in an annual Easter Monday tradition.,27-04-2025,0
Trump questions Putin's desire for peace after meeting Zelensky at the Vatican,Donald Trump has questioned Vladimir Putin's willingness to end the war in Ukraine following his meeting with the country's leader Volodymyr Zelensky on the sidelines of Pope Francis's funeral.,27-04-2025,0
Crowd applauds as coffin begins final journey,"The coffin carrying Pope Francis is moved from St Peter's Square after his funeral mass, in preparation for it to be taken to the church of Santa Maria Maggiore in Rome for burial.",27-04-2025,0
Navy tracks Russian warships through UK waters,"Royal Navy ships based in Plymouth and Portsmouth were deployed to track Russian warships through British waters this week, a navy spokesperson has said.",27-04-2025,0
A stunning reversal of fortunes in Canada's historic election,"At a rally in London, Ontario, on Friday, the crowd booed as Mark Carney delivered his core campaign line about the existential threat Canada faces from its neighbour.",27-04-2025,0
Woman who used lipstick to write on statue during Brazil unrest jailed for 14 years,A woman who wrote on a statue using lipstick during unrest in the Brazilian capital in 2023 has been jailed for 14 years.,27-04-2025,0
What should Democrats do now? Everyone has a different answer,"Democrats have struggled to land a unified message in President Donald Trump's first months in office, with fractures both in Congress and among supporters. What comes next for a party in a difficult spot?",27-04-2025,0
Virginia Giuffre's death leaves unanswered questions,The death of Virginia Giuffre will leave questions that are now likely to remain unanswered.,27-04-2025,0
"'Number of people' dead after car driven into crowd in Canada, police say","A ""number of people have been killed"" after a car was driven into a crowd in the Canadian city of Vancouver, local police have said.",27-04-2025,0
Russia claims it has regained full control of Kursk from Ukraine,Russia's military says it has regained full control of the country's western Kursk region - a claim denied by Ukraine.,27-04-2025,0
Thousands line streets of Rome as Pope Francis laid to rest after Vatican funeral,Pope Francis has been buried in Rome after a funeral ceremony and procession attended by hundreds of thousands of people and many heads of state.,27-04-2025,0
How much has Elon Musk's Doge cut from US government spending?,"Elon Musk's Department of Government Efficiency (Doge) - set up to cut US government spending - claims to have saved, on average, more than $10bn a week since President Trump entered office.",27-04-2025,0
Mangione pleads not guilty to federal murder charge over CEO's killing,Luigi Mangione has pleaded not guilty to all federal charges brought over the fatal shooting of UnitedHealthcare CEO Brian Thompson in New York last year.,27-04-2025,0
"BBC licence fee 'unenforceable', says culture secretary","The culture secretary has said the BBC's licence fee is ""unenforceable"" and insisted ""no options are off the table"" when the government begins a review into the corporation's current funding model later this year.",27-04-2025,0
Could South America benefit from Trump's trade tariffs?,"When Donald Trump revealed the level of trade tariffs that countries around the world would face from the US, nations in South America breathed a sigh of relief.",27-04-2025,0
Nasa mission's out of this world for PhD student,"A few years ago, Duncan Lyster was studying physics at school in a market town in rural Herefordshire.",27-04-2025,0
Chimpanzees more empathetic than assumed - study,"Chimpanzees comfort each other when in distress, despite typically being referred to as ""violent"" and ""despotic"" when compared to other apes.",27-04-2025,0
YouTubers on how they made site work for them as it turns 20,"In the 20 years since its creation, YouTube has grown from humble beginnings to billions of videos being watched every day - but can posting videos on the platform offer a viable career? We spoke to some of South Yorkshire's favourite creators about how the website changed their lives.",27-04-2025,0
Roman-style mosaic unveiled at sea watching spot,A Roman-style mosaic has been unveiled at a sea life viewing station on the Scarborough coast.,27-04-2025,0
The Welsh locations transformed for Netflix thriller,"Although it is set in an unnamed US city, the whole of Netflix's new thriller Havoc - including shootouts and car chases - was filmed in Wales.",27-04-2025,0
'Much loved' music venue to reopen after a decade,"A ""much loved"" city music venue is set to reopen after being closed for almost a decade.",27-04-2025,0
Art gallery opens in former hardware store site,"An art gallery has opened in a former hardware store in Brighton, which closed after more than 100 years of trading.",27-04-2025,0
Diddy lawyers argue 'swinger lifestyle' not a crime ahead of trial,"Lawyers for Sean ""Diddy"" Combs appear to have offered a preview of his legal defence in his sex trafficking case, arguing that the rapper led the ""lifestyle"" of a ""swinger"" and was not a criminal.",27-04-2025,0
Museum revamp highlights city's history,A museum has reopened fully after a major refurbishment to enhance the visitor experience.,27-04-2025,0
Wallace seeks 'space to heal' after saying claims against him 'not all true',"Gregg Wallace has said he needs ""space to heal"" after stating in an interview that allegations against him of inappropriate sexual comments were ""not all true"".",27-04-2025,0
Why David Bowie slept at Stockport train station,"As commuters pass through Stockport railway station, many of them will not ever realise that they could be waiting for a train on a platform with a claim to fame like no other.",27-04-2025,0
Thunderbolt Florence Pugh 'always had star quality',"Florence Pugh has fast become one of Hollywood's biggest names - but before the bright lights of Los Angeles came calling, it was among the rolling hills and dreaming spires of Oxfordshire that her star began to burn.",27-04-2025,0
A portrait of a city through its people,A photographer from Wolverhampton has created an exhibition celebrating the people of the city.,27-04-2025,0
Celebrity Big Brother 2025 winner revealed,Warning: This story contains spoilers about who has won Celebrity Big Brother,27-04-2025,0
'Creative courses on my doorstep saved my life',"A teacher who embarked on arts courses after being made redundant during the pandemic said the chance to explore her creative side had ""saved her life"".",27-04-2025,0
Exhibition shows impact of ongoing war in Ukraine,A photographic exhibition that highlights the impact of the ongoing war in Ukraine has gone on display in Bristol.,27-04-2025,0
'UFO' and light shows close culture festival,"A year-long festival celebrating 50 years of the Calderdale borough will come to an end this weekend, with the grand finale showcasing a series of light installations.",27-04-2025,0
Anger flares at Just Stop Oil 'last day of action',"A van appears to have been driven slowly into Just Stop Oil (JSO) protesters as hundreds marched through London for their ""last day of action"".",27-04-2025,0
Area burned by UK wildfires in 2025 already at annual record,"The area of the UK burnt by wildfires so far this year is already higher than the total for any year in more than a decade, satellite data suggests.",27-04-2025,0
Tracks to be painted white to prevent overheating,"Some railway lines in south-east England are to be painted white to prevent them from overheating ahead of the summer, Network Rail says.",27-04-2025,0
Premier League promotion part of writing festival,A new play inspired by a football club's promotion to the Premier League is being staged as relegation back to the Championship is all but certain.,27-04-2025,0
'Theatre's ongoing closure is really sad for town',"The ongoing closure of a theatre is having an ""enormous""  impact on a town, ""denying children, actors and crowds a chance to use a professional playhouse"".",27-04-2025,0
Beijing seizes tiny sandbank in South China Sea,"The Chinese coastguard has seized a tiny sandbank in the South China Sea, state media has reported, in an escalation of a regional dispute with the Philippines.",28-04-2025,0
Mourning turns to anger in Iran after massive port explosion kills 40,"In Iran, mourning is turning to anger after a huge blast at its largest commercial port killed at least 40 people and injured more than 1,000.",28-04-2025,0
British Paralympian reported missing in Las Vegas,Friends and family of a British Paralympian who went missing in Las Vegas are appealing for help in finding him.,28-04-2025,0
At least 11 killed after car driven through Vancouver festival,"At least 11 people have been killed after a car was driven into a crowd at a festival in Vancouver, police have confirmed.",28-04-2025,0
"Greenland not a piece of property, says PM after Trump threats","Greenland's new prime minister has said the island is not a ""piece of property that can be bought"", in response to Donald Trump's repeated calls for the US to take control of the autonomous Danish territory.",28-04-2025,0
"South Africa will defend sovereignty, ANC chair says as tensions with US grow",A senior figure from South Africa's ruling ANC party has defended his country's sovereignty amid growing tensions with the US over race relations and a new land law.,28-04-2025,0
"End conflict to honour Pope, Vatican diplomat tells South Sudan","South Sudan's rival leaders should ""honour"" Pope Francis' legacy by ending the country's conflict, the Vatican's diplomatic representative to the nation has said.",28-04-2025,0
"Ginger Mr Darcy will break barriers, jokes Lowden","Actor Jack Lowden has said he likes the idea of ""breaking down barriers"" by being a ginger Mr Darcy in a new adaptation of Jane Austen's Pride and Prejudice.",28-04-2025,0
Why this Conclave means it's harder than ever to predict the next Pope,The Conclave - the process where the Cardinals gather to vote for the next Pope - is often highly unpredictable. But this time it's harder than ever before to guess what will happen.,28-04-2025,0
Stranded killer whales 'must leave now' as rehoming options shrink,The French government has been urged to reconsider rehoming two stranded killer whales in Canada.,28-04-2025,0
Qatar claims slight progress towards ceasefire in Gaza,"Qatar's prime minister says there has been ""a bit of progress"" in efforts to broker a new ceasefire in Gaza between Israel and Hamas, but that there was still no ""answer for the ultimate question: how to end this war"".",28-04-2025,0
'Double patriarchy': doctor has South Africa talking about financial abuse,A young female South African doctor has sparked a nationwide conversation about a form of domestic abuse often shrouded in silence - financial abuse.,28-04-2025,0
Israel launches air strike on Beirut,"Israel carried out an air strike on Beirut's southern suburbs on Sunday, after ordering an evacuation of a building that it said was being used by the Iranian-backed group Hezbollah.",28-04-2025,0
Drag Race and Pose star Jiggly Caliente dies aged 44,"Drag star Bianca Castro-Arabejo, who performed as Jiggly Caliente, has died aged 44, her family has said.",28-04-2025,0
Coronavirus: How sex workers are surviving in Uganda and Nigeria,"While African governments give aid to their citizens, one group has seemingly been forgotten - sex workers.",28-04-2025,0
Images of Pope Francis's tomb released,Images of Pope Francis's tomb at the Santa Maria Maggiore church in Rome have been released.,28-04-2025,0
Final Glastonbury tickets sell out in 20 minutes,"The final batch of resale tickets for Glastonbury Festival have sold out in 20 minutes after ""incredible demand"".",28-04-2025,0
The Lightning Seeds to headline Sussex NHS gig,"The Lightning Seeds are set to perform at the Worthing launch of a new charity venture supporting NHS hospitals in Sussex, it has been announced.",28-04-2025,0
Violin used in 1997 Titanic film sells for £54k,"A violin played by the band leader of the Titanic as it sank in the 1997 Hollywood film has been sold for £54,000 at a ""record breaking"" auction.",28-04-2025,0
Kneecap 'kill MP' footage being assessed by police,Footage of rap group Kneecap allegedly calling for the death of British MPs is being assessed by counter-terrorism police.,28-04-2025,0
Wales still inspires work of Stereophonics front man,"His upbringing in the south Wales valleys continues to inspire the song writing of Stereophonics lead singer Kelly Jones, more than 30 years since the band formed.",28-04-2025,0
Glasto blues? Check out these festivals instead,"If you did not manage to bag a ticket to Glastonbury this year, there is still plenty to look forward to.",28-04-2025,0
"Glow Up is back, and Thunderbolts* hits cinemas: What's coming up this week","This week, BBC Three'sGlow Upreturns, with a new set of artists competing to become Britain's next make-up star.",28-04-2025,0
Welsh meat promoter criticised on climate comments,"A group that promotes Welsh meat has been accused of ""peddling climate change misinformation"".",28-04-2025,0
Hong Kong frees four pro-democracy lawmakers who completed jail terms,Hong Kong has released four former opposition lawmakers who were among dozens of pro-democracy leaders jailed under the city'scontroversial National Security Law (NSL).,29-04-2025,0
Watch: How Canada's election night unfolded,"Mark Carney's Liberal Party has won the Canadian election. In his victory speech, Carney told supporters that ""President Trump is trying to break"" Canada so that ""America can own"" the country.",29-04-2025,0
Israel spy chief to step down after row with PM exposes deepening rifts,The head of Israel's Shin Bet domestic intelligence agency has resigned.,29-04-2025,0
"The rapid remaking of a nation, in 100 days","During last year's presidential campaign, Donald Trump constantly repeated his intention to bring about dramatic change as soon as he returned to the White House.",29-04-2025,0
Spain and Portugal power chaos - in pictures,"A massive power cut has caused widespread disruption in parts of Spain and Portugal, with airports, trains and petrol stations impacted.",29-04-2025,0
Prince Andrew's firm linked to controversial PPE millionaire,"One of Prince Andrew's prized business assets was administered for two years by a company controlled by the controversial millionaire Doug Barrowman, the BBC can reveal.",29-04-2025,0
Four dead after car crashes through after-school camp,"Four people, including children, were killed and several others injured when a vehicle drove through a building used by an after-school camp in Illinois.",29-04-2025,0
"Three US citizen children, one with cancer, deported to Honduras, lawyers say","Three young children who are US citizens - including one with cancer - were deported to Honduras alongside their mothers last week, according to advocacy groups and the families' lawyers.",29-04-2025,0
Ultra-processed foods may be linked to early death,"People who eat lots of ultra-processed foods (UPF) may be at greater risk of dying early, a study in eight countries including the UK and the US suggests.",29-04-2025,0
Hope and fear as tourists trickle back to Kashmir town after attack,"One week after a devastating militant attack near the mountain resort of Pahalgam in Indian-administered Kashmir killed 26 people, the town wears a look of quiet desolation, although tourists have begun trickling back in small numbers.",29-04-2025,0
Australian PM dismisses warning over AAA credit rating,Australian Prime Minister Anthony Albanese has dismissed concerns that election spending promises could jeopardise the country's prized AAA sovereign credit rating.,29-04-2025,0
Carney's Liberals won. What happens next?,Millions of Canadians voted on Monday in a snap federal election that has largely focused on how the candidates would respond to US President Donald Trump's threats of tariffs as well as his call to make Canada the 51st state.,29-04-2025,0
"Conclave to elect new pope to begin on 7 May, Vatican says","Cardinals will meet next month in a secret conclave to elect the next pope, the Vatican has said.",29-04-2025,0
Watch: Crew survives after powerboat goes airborne and crashes,The powerboat flipped several times before splashing down into Arizona's Lake Havasu.,29-04-2025,0
Watch: Moment Liberal supporters cheer projected Canadian election win,"Mark Carney's Liberal Party is projected to win the Canadian election and form the next government, the Canadian Broadcast Corporation (CBC) has projected.",29-04-2025,0
Watch: Trump's first 100 days… in just 2 minutes,US President Donald Trump has swiftly shaken up Washington DC and the entire country since taking office for a second term just three months ago.,29-04-2025,0
'They aimed to kill' - BBC identifies security forces who shot Kenya anti-tax protesters,The members of Kenya's security forceswho shot dead anti-tax protesters at the country's parliament last June have been identified by the BBC.,29-04-2025,0
Rosenberg: What's Putin trying to achieve by calling a three-day ceasefire?,When is a ceasefire a genuine attempt to secure peace? And when is it simply PR?,29-04-2025,0
Why the Liberals won - and Conservatives lost,Mark Carney's Liberals have won Canada's federal election - riding a backlash of anti-Trump sentiment to form the next government.,29-04-2025,0
Sorrow and fury among Vancouver's Filipinos after attack on festival,"Vancouver's Lapu Lapu festival, meant to be a celebration of Filipino pride, ended in a wail of sirens and screamson Saturday.",29-04-2025,0
Kneecap apologises to families of two murdered MPs,Belfast-based rap group Kneecap have apologised to the families of murdered MPs Sir David Amess and Jo Cox.,29-04-2025,0
How African popes changed Christianity - and gave us Valentine's Day,"Now predominantly Muslim, North Africa was once a Christian heartland, producing Catholic popes who left their mark on the Church to this day.",29-04-2025,0
Child damages €50m Rothko painting in Dutch museum,A child has damaged a painting worth millions of pounds by the American artist Mark Rothko at a museum in Rotterdam.,29-04-2025,0
'Everything went off': How Spain and Portugal's massive power cut unfolded,The first sign of trouble Peter Hughes noticed was when his train to Madrid started to slow down.,29-04-2025,0
The beauty and challenge of elections in Canada's frigid north,"Nunavut is Canada's largest federal district. The entire territory - all 1.8 million sq km (695,000 sq miles) and its 40,000 people - will be represented by one person in parliament.",29-04-2025,0
How Canada voted - in charts,Mark Carney's Liberal Party is expected to win enough seats in the House of Commons to form a government in Canada. It is not yet clear whether they will be able to secure a majority.,29-04-2025,0
Hopes critically endangered snails breed at safari park,"Critically endangered snails have arrived at a UK safari park, where conservationists hope they will breed.",29-04-2025,0
"Wales facing unrecognisable future, warns commissioner","Wales faces an ""unrecognisable future"" without urgent action to protect the environment, tackle poverty and ill health, the country's future generations commissioner has said.",29-04-2025,0
Pilot's 1930 Australia flight to be celebrated,"The 95th anniversary of aviation pioneer Amy Johnson's historic 11,000-mile (18,000 km) flight to Australia will be celebrated at the location where she departed the UK.",29-04-2025,0
Flights cancelled in Portugal and Spain due to power cut,A major power cut across large parts of Spain and Portugal has resulted in dozens of flights being cancelled as well as disruption to rail and road networks.,29-04-2025,0
Tourism businesses see 'great' start to season,"Guernsey tourism businesses say they have had a ""great"" start to the season, with many seeing an increase in visitors from France.",29-04-2025,0
Work on £90m harbour project to commence this week,Belfast Harbour has appointed Graham construction as the main contractor on a £90m project for a new deep water port facility.,29-04-2025,0
Ceramic cats purchased by museum 'huge mews',"One of the artists who created a pair of cats inspired by John Bunyan's The Pilgrim's Progress said she was left ""overwhelmed"" after they were purchased by a museum for £6,000.",29-04-2025,0
Why Alexandra Burke is nervous about playing Morticia on stage,Watch the full episode on BBC iPlayer.,29-04-2025,0
Radiohead reimagined with classical twist in home city,"A classical music ensemble's concert of Radiohead songs in the band's hometown of Oxford will feel extra special, its artistic director says.",29-04-2025,0
Art gallery to be filled with technicolour display,An exhibition will turn an art gallery into a space filled with technicolour projections.,29-04-2025,0
'Terrible' artwork to feature in hospice campaign,"An artist who has become famous for his ""terrible paintings"" will be featured in a charity art campaign raising money to train end-of-life nurses.",29-04-2025,0
How Spain powered back to life from unprecedented national blackout,"As life in Spain and Portugal stutters back to normal, the big questions are not just what went wrong but how to prevent such a full-scale power failure from happening again.",29-04-2025,0
Iran blames 'negligence' for port blast as death toll rises to 70,"Iran's interior minister has said negligence was a factor in the massive explosion and fire at the country's largest container port, as the death toll rose to at least 70.",29-04-2025,0
Lily Allen apologises for 'being mean' to Katy Perry,"Lily Allen has apologised to Katy Perry for ""being mean"" about her when she joined in the backlash against the recent space flight carrying the US singer.",29-04-2025,0
Philip Pullman 'relieved' to finish Lyra's final book,"Author Philip Pullman has revealed details of the sixth and final book in his series about Lyra Silvertongue, the character at the heart of His Dark Materials and The Book of Dust trilogies.",29-04-2025,0
Watch: Disruption continues in Madrid as power resumes,"Power is returning to Spain and Portugal - but there are still huge queues at the Atocha train station in Madrid, as the city deals with the fallout of the outage.",29-04-2025,0
"Kneecap should give 'real apology', husband of murdered MP says","The husband of murdered MP Jo Cox has called on Kneecap to give a ""real apology"" after footage emerged of the band allegedly calling for MPs to be killed.",29-04-2025,0
Rock & Roll Hall of Fame picks Outkast but not Oasis,"Innovative rap group Outkast, pop star Cyndi Lauper and 1960s pioneer Chubby Checker have all won places in the Rock & Roll Hall of Fame.",29-04-2025,0
'Grandpa robbers' held Kim Kardashian at gunpoint - but didn't know who she was,"The morning after the heist, burglar Yunice Abbas went home to catch up on some sleep.",29-04-2025,0
Dionne Warwick to perform in East Sussex and Kent,One of the most successful female chart artists of the 20th Century is set to perform in both East Sussex and Kent.,29-04-2025,0
Thousands of maritime artefacts return to city,"More than 45,000 objects showcasing Hull's 800-year maritime history have been brought back to the city and moved to a new storage centre while a museum is being refurbished.",29-04-2025,0
"Some BBC stars behave unacceptably, report says","A small number of BBC stars and managers ""behave unacceptably"" at work, and bosses often fail to tackle them, a report into the broadcaster has found.",29-04-2025,0
Underpass mural designed to 'inspire positivity',An artist who painted a mural in a town's subway has said he wanted his art to create positivity for those who see it.,29-04-2025,0
Museum showcases Terry Pratchett's Discworld art,A museum is displaying a number of illustrations that featured in author Sir Terry Pratchett's famous Discworld series.,29-04-2025,0
'Grave-robbed' human remains on journey from Belfast back to Hawaii,"Ancestral human remains ""grave robbed"" and brought to Belfast almost 200 years ago have begun their journey back to Hawaii.",29-04-2025,0
'Inspiring' Museum of the Year nominees all outside London,"The nominees for the 2025 Art Fund Museum of the Year have been announced, with all five finalists being located outside of London for the first time in four years.",29-04-2025,0
UK government condemns 'unacceptable' Kneecap comments,"The UK government has condemned alleged comments made by rap group Kneecap as ""completely unacceptable"" and suggested they should not be able to receive government funding.",29-04-2025,0
BBC workplace review: Will bad behaviour now be called out?,"Samir Shah's anger was obvious, the BBC chairman's voice shaking with fury as he delivered his message of change. ""If you think you're too big to live by the values of this organisation, you are wrong and we will find you out,"" he promised.",29-04-2025,0
'It got to me': Vine stops cycling videos after online abuse,"Jeremy Vine has said he will no longer post videos of his encounters with motorists while cycling because of the level of online abuse he receives - saying ""it did get to me"".",29-04-2025,0
Town's landmarks 'brought to life' in new art show,"Some of a town's best-loved landmarks have been ""brought to life"" in a new exhibition.",29-04-2025,0
'Wildfire sent years of work up in flames',"For years, conservationists have been working to bring native trees back to the spectacular Glen Rosa on the Isle of Arran.",29-04-2025,0
'Arran wildfire destroyed 10 years of conservation work',More on this story.,29-04-2025,0
Deliberate fires 'devastating' for wildlife,"Fires started deliberately are having a ""terrible"" impact on nesting birds and wildlife at a beauty spot.",29-04-2025,0
"'Build, baby, build': Five things Carney has pledged to do as Canadian PM","Mark Carney will return to the Canadian parliament with a strengthened mandate, after his Liberal Party triumphed in a snap election that he called soon after becoming prime minister.",29-04-2025,0
"Endometriosis and immune diseases linked, study shows","Women with endometriosis are at a significantly higher risk for developing a range of autoimmune diseases, new research has shown.",29-04-2025,0
"Gaza medic detained during deadly Israeli attack released, Red Crescent says","The Israeli military has released a Palestinian paramedic detained when Israeli troops killed 15 other emergency workers in southern Gaza last month, the Palestine Red Crescent Society said.",29-04-2025,0
Meghan uses 'HRH' title but denies breaking rules,"The Duchess of Sussex used the title HRH on a card sent with a personal gift but not for any public purpose, sources close to her have said.",29-04-2025,0
"Malta's golden passport scheme breaks EU law, top court rules","Malta's so-called golden passport scheme that lets people become citizens through financial investment is contrary to European law, the EU's top court has ruled.",29-04-2025,0
The satellite that will 'weigh' world's 1.5 trillion trees,"The world's rainforests are often referred to as the ""lungs of the earth"".",29-04-2025,0
"Canadian opposition leader Poilievre loses parliamentary seat, CBC projects","Canadian Conservative Party leader Pierre Poilievre is projected to have lost his seat in the House of Commons, according to public broadcaster CBC.",29-04-2025,0
White House hits back at Amazon 'plan' to show tariff price rises,"The White House has hit back against a reported plan by Amazon to detail the price impact of Donald Trump's trade tariffs to its customers, calling it a ""hostile"" political act.",29-04-2025,0
"Trainer prices will rise due to tariffs, says Adidas",Sportswear giant Adidas has warned import taxes imposed by President Donald Trump will lead to higher prices in the US for popular trainers including the Gazelle and Samba.,29-04-2025,0
Spain rules out cyber attack - but what could have caused power cut?,"The Spanish grid operator has ruled out a cyber attack as the cause of a massive power cut that crippled Spain, Portugal and parts of France on Monday.",29-04-2025,0
Studios used in Hollywood blockbusters to come down,Film studios that once hosted Hollywood blockbusters are set to be taken down.,29-04-2025,0
Rocker reflects on how music helped him face cancer,"Mike Peters, front man of The Alarm and a long-standing cancer campaigner and fundraiser, has died aged 66.",29-04-2025,0
